City alias,State short,State full,County,City,,site,ZIPCode,County,State,Lat,Long
Mill Grove,PA,Pennsylvania,COLUMBIA,Catawissa,,,,,,,
Roaring Creek,PA,Pennsylvania,COLUMBIA,Catawissa,,,,,,,
Catawissa,PA,Pennsylvania,COLUMBIA,Catawissa,,,,,,,
Ridgeville,PA,Pennsylvania,MONTOUR,Danville,,,,,,,
West Hemlock,PA,Pennsylvania,MONTOUR,Danville,,,,,,,
Deiblers,PA,Pennsylvania,MONTOUR,Danville,,,,,,,
Mausdale,PA,Pennsylvania,MONTOUR,Danville,,,,,,,
Rushtown,PA,Pennsylvania,MONTOUR,Danville,,,,,,,
Danville,PA,Pennsylvania,MONTOUR,Danville,,,,,,,
Mahoning,PA,Pennsylvania,MONTOUR,Danville,,,,,,,
Valley,PA,Pennsylvania,MONTOUR,Danville,,,,,,,
Strawberry Rg,PA,Pennsylvania,MONTOUR,Danville,,,,,,,
Kaseville,PA,Pennsylvania,MONTOUR,Danville,,,,,,,
Ottawa,PA,Pennsylvania,MONTOUR,Danville,,,,,,,
Grovania,PA,Pennsylvania,MONTOUR,Danville,,,,,,,
Danville East,PA,Pennsylvania,MONTOUR,Danville,,,,,,,
Exchange,PA,Pennsylvania,MONTOUR,Danville,,,,,,,
Mooresburg,PA,Pennsylvania,MONTOUR,Danville,,,,,,,
Geisinger Med,PA,Pennsylvania,MONTOUR,Danville,,,,,,,
Geisinger Medical Center,PA,Pennsylvania,MONTOUR,Danville,,,,,,,
Dornsife,PA,Pennsylvania,NORTHUMBERLAND,Dornsife,,,,,,,
Red Cross,PA,Pennsylvania,NORTHUMBERLAND,Dornsife,,,,,,,
Little Mahany,PA,Pennsylvania,NORTHUMBERLAND,Dornsife,,,,,,,
Reeders Grove,PA,Pennsylvania,NORTHUMBERLAND,Elysburg,,,,,,,
Happy Valley,PA,Pennsylvania,NORTHUMBERLAND,Elysburg,,,,,,,
Elysburg,PA,Pennsylvania,NORTHUMBERLAND,Elysburg,,,,,,,
Bear Gap,PA,Pennsylvania,NORTHUMBERLAND,Elysburg,,,,,,,
Fisherdale,PA,Pennsylvania,NORTHUMBERLAND,Elysburg,,,,,,,
Knoebels Grv,PA,Pennsylvania,NORTHUMBERLAND,Elysburg,,,,,,,
Freeburg,PA,Pennsylvania,SNYDER,Freeburg,,,,,,,
Hartleton,PA,Pennsylvania,UNION,Hartleton,,,,,,,
Urban,PA,Pennsylvania,NORTHUMBERLAND,Herndon,,,,,,,
Herndon,PA,Pennsylvania,NORTHUMBERLAND,Herndon,,,,,,,
Camp Grove,PA,Pennsylvania,NORTHUMBERLAND,Herndon,,,,,,,
Hebe,PA,Pennsylvania,NORTHUMBERLAND,Herndon,,,,,,,
Mandata,PA,Pennsylvania,NORTHUMBERLAND,Herndon,,,,,,,
Hummels Wharf,PA,Pennsylvania,SNYDER,Hummels Wharf,,,,,,,
Marion Heights,PA,Pennsylvania,NORTHUMBERLAND,Marion Heights,,,,,,,
Marion Height,PA,Pennsylvania,NORTHUMBERLAND,Marion Heights,,,,,,,
Kreamer,PA,Pennsylvania,SNYDER,Kreamer,,,,,,,
Kulpmont,PA,Pennsylvania,NORTHUMBERLAND,Kulpmont,,,,,,,
Laurelton,PA,Pennsylvania,UNION,Laurelton,,,,,,,
Leck Kill,PA,Pennsylvania,NORTHUMBERLAND,Leck Kill,,,,,,,
Upper Mahanoy,PA,Pennsylvania,NORTHUMBERLAND,Leck Kill,,,,,,,
Leckkill,PA,Pennsylvania,NORTHUMBERLAND,Leck Kill,,,,,,,
Brook Park,PA,Pennsylvania,UNION,Lewisburg,,,,,,,
Fairville,PA,Pennsylvania,UNION,Lewisburg,,,,,,,
College Park,PA,Pennsylvania,UNION,Lewisburg,,,,,,,
Kelly,PA,Pennsylvania,UNION,Lewisburg,,,,,,,
West Acres,PA,Pennsylvania,UNION,Lewisburg,,,,,,,
Lewisburg,PA,Pennsylvania,UNION,Lewisburg,,,,,,,
Mazeppa,PA,Pennsylvania,UNION,Lewisburg,,,,,,,
East Buffalo,PA,Pennsylvania,UNION,Lewisburg,,,,,,,
Lochiel,PA,Pennsylvania,UNION,Lewisburg,,,,,,,
Kelly Point,PA,Pennsylvania,UNION,Lewisburg,,,,,,,
Linntown,PA,Pennsylvania,UNION,Lewisburg,,,,,,,
Buffalo X Rds,PA,Pennsylvania,UNION,Lewisburg,,,,,,,
Kelly X Rds,PA,Pennsylvania,UNION,Lewisburg,,,,,,,
Lightstreet,PA,Pennsylvania,COLUMBIA,Lightstreet,,,,,,,
Locust Gap,PA,Pennsylvania,NORTHUMBERLAND,Locust Gap,,,,,,,
Alfarata,PA,Pennsylvania,MIFFLIN,Mc Clure,,,,,,,
Bannerville,PA,Pennsylvania,MIFFLIN,Mc Clure,,,,,,,
Crossgrove,PA,Pennsylvania,MIFFLIN,Mc Clure,,,,,,,
Decatur,PA,Pennsylvania,MIFFLIN,Mc Clure,,,,,,,
West Beaver,PA,Pennsylvania,MIFFLIN,Mc Clure,,,,,,,
Shindle,PA,Pennsylvania,MIFFLIN,Mc Clure,,,,,,,
Wagner,PA,Pennsylvania,MIFFLIN,Mc Clure,,,,,,,
Belltown,PA,Pennsylvania,MIFFLIN,Mc Clure,,,,,,,
Soradoville,PA,Pennsylvania,MIFFLIN,Mc Clure,,,,,,,
Mcclure,PA,Pennsylvania,MIFFLIN,Mc Clure,,,,,,,
Mc Clure,PA,Pennsylvania,MIFFLIN,Mc Clure,,,,,,,
Meiser,PA,Pennsylvania,SNYDER,Middleburg,,,,,,,
Middleburg,PA,Pennsylvania,SNYDER,Middleburg,,,,,,,
Kissimmee,PA,Pennsylvania,SNYDER,Middleburg,,,,,,,
Swineford,PA,Pennsylvania,SNYDER,Middleburg,,,,,,,
Coon Hunter,PA,Pennsylvania,SNYDER,Middleburg,,,,,,,
Middleswarth,PA,Pennsylvania,SNYDER,Middleburg,,,,,,,
Foresthill,PA,Pennsylvania,UNION,Mifflinburg,,,,,,,
Whitesprings,PA,Pennsylvania,UNION,Mifflinburg,,,,,,,
Dice,PA,Pennsylvania,UNION,Mifflinburg,,,,,,,
Red Bank,PA,Pennsylvania,UNION,Mifflinburg,,,,,,,
Cowan,PA,Pennsylvania,UNION,Mifflinburg,,,,,,,
Mifflinburg,PA,Pennsylvania,UNION,Mifflinburg,,,,,,,
West Buffalo,PA,Pennsylvania,UNION,Mifflinburg,,,,,,,
Gleniron,PA,Pennsylvania,UNION,Millmont,,,,,,,
Millmont,PA,Pennsylvania,UNION,Millmont,,,,,,,
Laurel Park,PA,Pennsylvania,UNION,Millmont,,,,,,,
Iola,PA,Pennsylvania,COLUMBIA,Millville,,,,,,,
Pine Summit,PA,Pennsylvania,COLUMBIA,Millville,,,,,,,
Sereno,PA,Pennsylvania,COLUMBIA,Millville,,,,,,,
Eyers Grove,PA,Pennsylvania,COLUMBIA,Millville,,,,,,,
Millville,PA,Pennsylvania,COLUMBIA,Millville,,,,,,,
E Lewisburg,PA,Pennsylvania,NORTHUMBERLAND,Milton,,,,,,,
Limestonevle,PA,Pennsylvania,NORTHUMBERLAND,Milton,,,,,,,
E Chillisquaq,PA,Pennsylvania,NORTHUMBERLAND,Milton,,,,,,,
Milton,PA,Pennsylvania,NORTHUMBERLAND,Milton,,,,,,,
W Chillisquaq,PA,Pennsylvania,NORTHUMBERLAND,Montandon,,,,,,,
Chillisquaque,PA,Pennsylvania,NORTHUMBERLAND,Montandon,,,,,,,
Montandon,PA,Pennsylvania,NORTHUMBERLAND,Montandon,,,,,,,
Connersville,PA,Pennsylvania,NORTHUMBERLAND,Mount Carmel,,,,,,,
Mt Carmel,PA,Pennsylvania,NORTHUMBERLAND,Mount Carmel,,,,,,,
Natalie,PA,Pennsylvania,NORTHUMBERLAND,Mount Carmel,,,,,,,
Strong,PA,Pennsylvania,NORTHUMBERLAND,Mount Carmel,,,,,,,
Atlas,PA,Pennsylvania,NORTHUMBERLAND,Mount Carmel,,,,,,,
Merrian,PA,Pennsylvania,NORTHUMBERLAND,Mount Carmel,,,,,,,
Mt Carmel Township,PA,Pennsylvania,NORTHUMBERLAND,Mount Carmel,,,,,,,
Dooleyville,PA,Pennsylvania,NORTHUMBERLAND,Mount Carmel,,,,,,,
Diamondtown,PA,Pennsylvania,NORTHUMBERLAND,Mount Carmel,,,,,,,
Mount Carmel,PA,Pennsylvania,NORTHUMBERLAND,Mount Carmel,,,,,,,
Mt Plsnt Mills,PA,Pennsylvania,SNYDER,Mount Pleasant Mills,,,,,,,
Aline,PA,Pennsylvania,SNYDER,Mount Pleasant Mills,,,,,,,
Mt Pleasant M,PA,Pennsylvania,SNYDER,Mount Pleasant Mills,,,,,,,
Meiserville,PA,Pennsylvania,SNYDER,Mount Pleasant Mills,,,,,,,
Mt Pleasant Mills,PA,Pennsylvania,SNYDER,Mount Pleasant Mills,,,,,,,
Mount Pleasant Mills,PA,Pennsylvania,SNYDER,Mount Pleasant Mills,,,,,,,
New Berlin,PA,Pennsylvania,UNION,New Berlin,,,,,,,
New Columbia,PA,Pennsylvania,UNION,New Columbia,,,,,,,
W Milton,PA,Pennsylvania,UNION,New Columbia,,,,,,,
Oak Park,PA,Pennsylvania,NORTHUMBERLAND,Northumberland,,,,,,,
Northumberland,PA,Pennsylvania,NORTHUMBERLAND,Northumberland,,,,,,,
Lithia Sprs,PA,Pennsylvania,NORTHUMBERLAND,Northumberland,,,,,,,
Kapp Heights,PA,Pennsylvania,NORTHUMBERLAND,Northumberland,,,,,,,
Northumberlnd,PA,Pennsylvania,NORTHUMBERLAND,Northumberland,,,,,,,
Numidia,PA,Pennsylvania,COLUMBIA,Numidia,,,,,,,
Orange,PA,Pennsylvania,COLUMBIA,Orangeville,,,,,,,
Rohrsburg,PA,Pennsylvania,COLUMBIA,Orangeville,,,,,,,
Orangeville,PA,Pennsylvania,COLUMBIA,Orangeville,,,,,,,
Ashbury,PA,Pennsylvania,COLUMBIA,Orangeville,,,,,,,
Bendertown,PA,Pennsylvania,COLUMBIA,Orangeville,,,,,,,
Pealertown,PA,Pennsylvania,COLUMBIA,Orangeville,,,,,,,
Meadowview,PA,Pennsylvania,NORTHUMBERLAND,Paxinos,,,,,,,
Reed Station,PA,Pennsylvania,NORTHUMBERLAND,Paxinos,,,,,,,
Paxinos,PA,Pennsylvania,NORTHUMBERLAND,Paxinos,,,,,,,
Paxtonville,PA,Pennsylvania,SNYDER,Paxtonville,,,,,,,
Penns Creek,PA,Pennsylvania,SNYDER,Penns Creek,,,,,,,
Mckee Half Fl,PA,Pennsylvania,SNYDER,Port Trevorton,,,,,,,
Port Trevortn,PA,Pennsylvania,SNYDER,Port Trevorton,,,,,,,
Port Trevorton,PA,Pennsylvania,SNYDER,Port Trevorton,,,,,,,
Hoffer,PA,Pennsylvania,SNYDER,Port Trevorton,,,,,,,
Dundore,PA,Pennsylvania,SNYDER,Port Trevorton,,,,,,,
Independence,PA,Pennsylvania,SNYDER,Port Trevorton,,,,,,,
Potts Grove,PA,Pennsylvania,NORTHUMBERLAND,Potts Grove,,,,,,,
Pottsgrove,PA,Pennsylvania,NORTHUMBERLAND,Potts Grove,,,,,,,
Coal Run,PA,Pennsylvania,NORTHUMBERLAND,Coal Township,,,,,,,
Excelsior,PA,Pennsylvania,NORTHUMBERLAND,Coal Township,,,,,,,
Coal Township,PA,Pennsylvania,NORTHUMBERLAND,Coal Township,,,,,,,
Ranshaw,PA,Pennsylvania,NORTHUMBERLAND,Coal Township,,,,,,,
Greenbrier,PA,Pennsylvania,NORTHUMBERLAND,Rebuck,,,,,,,
Rebuck,PA,Pennsylvania,NORTHUMBERLAND,Rebuck,,,,,,,
Riverside,PA,Pennsylvania,NORTHUMBERLAND,Riverside,,,,,,,
Wolverton,PA,Pennsylvania,NORTHUMBERLAND,Riverside,,,,,,,
Kratzerville,PA,Pennsylvania,SNYDER,Selinsgrove,,,,,,,
Verdilla,PA,Pennsylvania,SNYDER,Selinsgrove,,,,,,,
Blue Hill,PA,Pennsylvania,SNYDER,Selinsgrove,,,,,,,
Penn Avon,PA,Pennsylvania,SNYDER,Selinsgrove,,,,,,,
Kantz,PA,Pennsylvania,SNYDER,Selinsgrove,,,,,,,
Monroe Twp,PA,Pennsylvania,SNYDER,Selinsgrove,,,,,,,
Selinsgrove,PA,Pennsylvania,SNYDER,Selinsgrove,,,,,,,
Monroe Township,PA,Pennsylvania,SNYDER,Selinsgrove,,,,,,,
Bear Valley,PA,Pennsylvania,NORTHUMBERLAND,Shamokin,,,,,,,
West Cameron,PA,Pennsylvania,NORTHUMBERLAND,Shamokin,,,,,,,
Shamokin,PA,Pennsylvania,NORTHUMBERLAND,Shamokin,,,,,,,
Weigh Scale,PA,Pennsylvania,NORTHUMBERLAND,Shamokin,,,,,,,
Coal,PA,Pennsylvania,NORTHUMBERLAND,Shamokin,,,,,,,
Hunter,PA,Pennsylvania,NORTHUMBERLAND,Shamokin,,,,,,,
Luke Fidler,PA,Pennsylvania,NORTHUMBERLAND,Shamokin,,,,,,,
Ralpho,PA,Pennsylvania,NORTHUMBERLAND,Shamokin,,,,,,,
Sagon,PA,Pennsylvania,NORTHUMBERLAND,Shamokin,,,,,,,
Marshallton,PA,Pennsylvania,NORTHUMBERLAND,Shamokin,,,,,,,
Sunnyside,PA,Pennsylvania,NORTHUMBERLAND,Shamokin,,,,,,,
Tharptown,PA,Pennsylvania,NORTHUMBERLAND,Shamokin,,,,,,,
Dunkelbergers,PA,Pennsylvania,NORTHUMBERLAND,Shamokin,,,,,,,
Boydtown,PA,Pennsylvania,NORTHUMBERLAND,Shamokin,,,,,,,
Doutyville,PA,Pennsylvania,NORTHUMBERLAND,Shamokin,,,,,,,
Gowen City,PA,Pennsylvania,NORTHUMBERLAND,Shamokin,,,,,,,
Shamokin Dam,PA,Pennsylvania,SNYDER,Shamokin Dam,,,,,,,
Snydertown,PA,Pennsylvania,NORTHUMBERLAND,Snydertown,,,,,,,
Stillwater,PA,Pennsylvania,COLUMBIA,Stillwater,,,,,,,
Swengel,PA,Pennsylvania,UNION,Swengel,,,,,,,
Trevorton,PA,Pennsylvania,NORTHUMBERLAND,Trevorton,,,,,,,
Troxelville,PA,Pennsylvania,SNYDER,Troxelville,,,,,,,
Vicksburg,PA,Pennsylvania,UNION,Vicksburg,,,,,,,
Washingtonvle,PA,Pennsylvania,MONTOUR,Washingtonville,,,,,,,
Washingtonville,PA,Pennsylvania,MONTOUR,Washingtonville,,,,,,,
Weikert,PA,Pennsylvania,UNION,Weikert,,,,,,,
Cherry Run,PA,Pennsylvania,UNION,Weikert,,,,,,,
New Columbia,PA,Pennsylvania,UNION,West Milton,,,,,,,
Lewisburg,PA,Pennsylvania,UNION,West Milton,,,,,,,
W Milton,PA,Pennsylvania,UNION,West Milton,,,,,,,
West Milton,PA,Pennsylvania,UNION,West Milton,,,,,,,
Whtdeer,PA,Pennsylvania,UNION,White Deer,,,,,,,
White Deer,PA,Pennsylvania,UNION,White Deer,,,,,,,
Wilburton,PA,Pennsylvania,COLUMBIA,Wilburton,,,,,,,
Midvalley,PA,Pennsylvania,COLUMBIA,Wilburton,,,,,,,
Dry Valley,PA,Pennsylvania,UNION,Winfield,,,,,,,
Winfield,PA,Pennsylvania,UNION,Winfield,,,,,,,
Glen Dower,PA,Pennsylvania,SCHUYLKILL,Pottsville,,,,,,,
Heckscherville,PA,Pennsylvania,SCHUYLKILL,Pottsville,,,,,,,
Palo Alto,PA,Pennsylvania,SCHUYLKILL,Pottsville,,,,,,,
Bunker Hill,PA,Pennsylvania,SCHUYLKILL,Pottsville,,,,,,,
Duncott,PA,Pennsylvania,SCHUYLKILL,Pottsville,,,,,,,
Glen Carbon,PA,Pennsylvania,SCHUYLKILL,Pottsville,,,,,,,
Hillside,PA,Pennsylvania,SCHUYLKILL,Pottsville,,,,,,,
Wadesville,PA,Pennsylvania,SCHUYLKILL,Pottsville,,,,,,,
Pine Hill,PA,Pennsylvania,SCHUYLKILL,Pottsville,,,,,,,
Primrose,PA,Pennsylvania,SCHUYLKILL,Pottsville,,,,,,,
Seltzer,PA,Pennsylvania,SCHUYLKILL,Pottsville,,,,,,,
Buck Run,PA,Pennsylvania,SCHUYLKILL,Pottsville,,,,,,,
Dieners Hill,PA,Pennsylvania,SCHUYLKILL,Pottsville,,,,,,,
Glenworth,PA,Pennsylvania,SCHUYLKILL,Pottsville,,,,,,,
Heckschersville,PA,Pennsylvania,SCHUYLKILL,Pottsville,,,,,,,
Pottsville,PA,Pennsylvania,SCHUYLKILL,Pottsville,,,,,,,
Greenbury,PA,Pennsylvania,SCHUYLKILL,Pottsville,,,,,,,
New Street,PA,Pennsylvania,SCHUYLKILL,Pottsville,,,,,,,
Phoenix Park,PA,Pennsylvania,SCHUYLKILL,Pottsville,,,,,,,
Becks,PA,Pennsylvania,SCHUYLKILL,Pottsville,,,,,,,
North Manheim,PA,Pennsylvania,SCHUYLKILL,Pottsville,,,,,,,
Aristes,PA,Pennsylvania,COLUMBIA,Aristes,,,,,,,
Fountain Springs,PA,Pennsylvania,SCHUYLKILL,Ashland,,,,,,,
Ashland,PA,Pennsylvania,SCHUYLKILL,Ashland,,,,,,,
Homesville,PA,Pennsylvania,SCHUYLKILL,Ashland,,,,,,,
Big Mine Run Junction,PA,Pennsylvania,SCHUYLKILL,Ashland,,,,,,,
Mable,PA,Pennsylvania,SCHUYLKILL,Ashland,,,,,,,
Taylorville,PA,Pennsylvania,SCHUYLKILL,Ashland,,,,,,,
Helfenstein,PA,Pennsylvania,SCHUYLKILL,Ashland,,,,,,,
Mowry,PA,Pennsylvania,SCHUYLKILL,Ashland,,,,,,,
Centralia,PA,Pennsylvania,SCHUYLKILL,Ashland,,,,,,,
Auburn,PA,Pennsylvania,SCHUYLKILL,Auburn,,,,,,,
South Manheim,PA,Pennsylvania,SCHUYLKILL,Auburn,,,,,,,
Brommerstown,PA,Pennsylvania,SCHUYLKILL,Auburn,,,,,,,
Branch Dale,PA,Pennsylvania,SCHUYLKILL,Branchdale,,,,,,,
Branchdale,PA,Pennsylvania,SCHUYLKILL,Branchdale,,,,,,,
Reilly,PA,Pennsylvania,SCHUYLKILL,Branchdale,,,,,,,
New Mines,PA,Pennsylvania,SCHUYLKILL,Branchdale,,,,,,,
Hellen Mills,PA,Pennsylvania,SCHUYLKILL,Brockton,,,,,,,
Brockton,PA,Pennsylvania,SCHUYLKILL,Brockton,,,,,,,
Cressona,PA,Pennsylvania,SCHUYLKILL,Cressona,,,,,,,
West Cressona,PA,Pennsylvania,SCHUYLKILL,Cressona,,,,,,,
Cumbola,PA,Pennsylvania,SCHUYLKILL,Cumbola,,,,,,,
Cresmont,PA,Pennsylvania,SCHUYLKILL,Frackville,,,,,,,
Altamont,PA,Pennsylvania,SCHUYLKILL,Frackville,,,,,,,
Frackville,PA,Pennsylvania,SCHUYLKILL,Frackville,,,,,,,
Englewood,PA,Pennsylvania,SCHUYLKILL,Frackville,,,,,,,
State Correctional Inst,PA,Pennsylvania,SCHUYLKILL,Frackville,,,,,,,
Friedensburg,PA,Pennsylvania,SCHUYLKILL,Friedensburg,,,,,,,
Gilberton,PA,Pennsylvania,SCHUYLKILL,Gilberton,,,,,,,
Maizeville,PA,Pennsylvania,SCHUYLKILL,Gilberton,,,,,,,
Connerton,PA,Pennsylvania,SCHUYLKILL,Girardville,,,,,,,
Preston Hill,PA,Pennsylvania,SCHUYLKILL,Girardville,,,,,,,
Girardville,PA,Pennsylvania,SCHUYLKILL,Girardville,,,,,,,
Gordon,PA,Pennsylvania,SCHUYLKILL,Gordon,,,,,,,
Weishample,PA,Pennsylvania,SCHUYLKILL,Hegins,,,,,,,
Barry,PA,Pennsylvania,SCHUYLKILL,Hegins,,,,,,,
Hegins,PA,Pennsylvania,SCHUYLKILL,Hegins,,,,,,,
Fountain,PA,Pennsylvania,SCHUYLKILL,Hegins,,,,,,,
Rough And Ready,PA,Pennsylvania,SCHUYLKILL,Klingerstown,,,,,,,
Klingerstown,PA,Pennsylvania,SCHUYLKILL,Klingerstown,,,,,,,
Line Mountain,PA,Pennsylvania,SCHUYLKILL,Klingerstown,,,,,,,
Hepler,PA,Pennsylvania,SCHUYLKILL,Klingerstown,,,,,,,
Upper Mahantongo,PA,Pennsylvania,SCHUYLKILL,Klingerstown,,,,,,,
Lavelle,PA,Pennsylvania,SCHUYLKILL,Lavelle,,,,,,,
Llewellyn,PA,Pennsylvania,SCHUYLKILL,Llewellyn,,,,,,,
Locustdale,PA,Pennsylvania,SCHUYLKILL,Locustdale,,,,,,,
Lost Creek,PA,Pennsylvania,SCHUYLKILL,Lost Creek,,,,,,,
Raven Run,PA,Pennsylvania,SCHUYLKILL,Lost Creek,,,,,,,
Mahanoy Cty,PA,Pennsylvania,SCHUYLKILL,Mahanoy City,,,,,,,
Trenton,PA,Pennsylvania,SCHUYLKILL,Mahanoy City,,,,,,,
Coles,PA,Pennsylvania,SCHUYLKILL,Mahanoy City,,,,,,,
Craigs,PA,Pennsylvania,SCHUYLKILL,Mahanoy City,,,,,,,
Mahanoy City,PA,Pennsylvania,SCHUYLKILL,Mahanoy City,,,,,,,
Shoemakers,PA,Pennsylvania,SCHUYLKILL,Mahanoy City,,,,,,,
St Nicholas,PA,Pennsylvania,SCHUYLKILL,Mahanoy City,,,,,,,
Boston Run,PA,Pennsylvania,SCHUYLKILL,Mahanoy City,,,,,,,
Wiggans,PA,Pennsylvania,SCHUYLKILL,Mahanoy City,,,,,,,
Bowmans,PA,Pennsylvania,SCHUYLKILL,Mahanoy City,,,,,,,
New Boston,PA,Pennsylvania,SCHUYLKILL,Mahanoy City,,,,,,,
Park Place,PA,Pennsylvania,SCHUYLKILL,Mahanoy City,,,,,,,
Mahanoy Cy,PA,Pennsylvania,SCHUYLKILL,Mahanoy City,,,,,,,
Hills Terrace,PA,Pennsylvania,SCHUYLKILL,Mahanoy City,,,,,,,
Morea,PA,Pennsylvania,SCHUYLKILL,Mahanoy City,,,,,,,
Morea Colliery,PA,Pennsylvania,SCHUYLKILL,Mahanoy City,,,,,,,
Mahanoy Plane,PA,Pennsylvania,SCHUYLKILL,Mahanoy Plane,,,,,,,
Mar Lin,PA,Pennsylvania,SCHUYLKILL,Mar Lin,,,,,,,
Mary D,PA,Pennsylvania,SCHUYLKILL,Mary D,,,,,,,
Middleport,PA,Pennsylvania,SCHUYLKILL,Middleport,,,,,,,
Minersville,PA,Pennsylvania,SCHUYLKILL,Minersville,,,,,,,
Muir,PA,Pennsylvania,SCHUYLKILL,Muir,,,,,,,
Kaska,PA,Pennsylvania,SCHUYLKILL,New Philadelphia,,,,,,,
New Phila,PA,Pennsylvania,SCHUYLKILL,New Philadelphia,,,,,,,
Silver Creek,PA,Pennsylvania,SCHUYLKILL,New Philadelphia,,,,,,,
Valley Furnace,PA,Pennsylvania,SCHUYLKILL,New Philadelphia,,,,,,,
New Philadelphia,PA,Pennsylvania,SCHUYLKILL,New Philadelphia,,,,,,,
Leibeyville,PA,Pennsylvania,SCHUYLKILL,New Ringgold,,,,,,,
Mckeansburg,PA,Pennsylvania,SCHUYLKILL,New Ringgold,,,,,,,
Rauschs,PA,Pennsylvania,SCHUYLKILL,New Ringgold,,,,,,,
Kepner,PA,Pennsylvania,SCHUYLKILL,New Ringgold,,,,,,,
Snyders,PA,Pennsylvania,SCHUYLKILL,New Ringgold,,,,,,,
New Ringgold,PA,Pennsylvania,SCHUYLKILL,New Ringgold,,,,,,,
East Brunswick,PA,Pennsylvania,SCHUYLKILL,New Ringgold,,,,,,,
Dorset,PA,Pennsylvania,SCHUYLKILL,New Ringgold,,,,,,,
Hecla,PA,Pennsylvania,SCHUYLKILL,New Ringgold,,,,,,,
West Penn,PA,Pennsylvania,SCHUYLKILL,New Ringgold,,,,,,,
West Brunswick,PA,Pennsylvania,SCHUYLKILL,Orwigsburg,,,,,,,
Frisbie,PA,Pennsylvania,SCHUYLKILL,Orwigsburg,,,,,,,
Deer Lake,PA,Pennsylvania,SCHUYLKILL,Orwigsburg,,,,,,,
Drehersville,PA,Pennsylvania,SCHUYLKILL,Orwigsburg,,,,,,,
Molino,PA,Pennsylvania,SCHUYLKILL,Orwigsburg,,,,,,,
Orwigsburg,PA,Pennsylvania,SCHUYLKILL,Orwigsburg,,,,,,,
Pinedale,PA,Pennsylvania,SCHUYLKILL,Orwigsburg,,,,,,,
Lincoln Colliery,PA,Pennsylvania,SCHUYLKILL,Pine Grove,,,,,,,
Brookside,PA,Pennsylvania,SCHUYLKILL,Pine Grove,,,,,,,
Stanhope,PA,Pennsylvania,SCHUYLKILL,Pine Grove,,,,,,,
Pine Grove,PA,Pennsylvania,SCHUYLKILL,Pine Grove,,,,,,,
Marstown,PA,Pennsylvania,SCHUYLKILL,Pine Grove,,,,,,,
Roedersville,PA,Pennsylvania,SCHUYLKILL,Pine Grove,,,,,,,
Irving,PA,Pennsylvania,SCHUYLKILL,Pine Grove,,,,,,,
Oak Grove,PA,Pennsylvania,SCHUYLKILL,Pine Grove,,,,,,,
De Turksville,PA,Pennsylvania,SCHUYLKILL,Pine Grove,,,,,,,
Suedburg,PA,Pennsylvania,SCHUYLKILL,Pine Grove,,,,,,,
Lorberry,PA,Pennsylvania,SCHUYLKILL,Pine Grove,,,,,,,
Outwood,PA,Pennsylvania,SCHUYLKILL,Pine Grove,,,,,,,
Pitman,PA,Pennsylvania,SCHUYLKILL,Pitman,,,,,,,
Port Carbon,PA,Pennsylvania,SCHUYLKILL,Port Carbon,,,,,,,
Schoentown,PA,Pennsylvania,SCHUYLKILL,Port Carbon,,,,,,,
Ravine,PA,Pennsylvania,SCHUYLKILL,Ravine,,,,,,,
Ringtown,PA,Pennsylvania,SCHUYLKILL,Ringtown,,,,,,,
Pattersonville,PA,Pennsylvania,SCHUYLKILL,Ringtown,,,,,,,
Brandonville,PA,Pennsylvania,SCHUYLKILL,Ringtown,,,,,,,
Sacramento,PA,Pennsylvania,SCHUYLKILL,Sacramento,,,,,,,
Fearnot,PA,Pennsylvania,SCHUYLKILL,Sacramento,,,,,,,
Dark Water,PA,Pennsylvania,SCHUYLKILL,Saint Clair,,,,,,,
Saint Clair,PA,Pennsylvania,SCHUYLKILL,Saint Clair,,,,,,,
East Mines,PA,Pennsylvania,SCHUYLKILL,Saint Clair,,,,,,,
Arnots Addition,PA,Pennsylvania,SCHUYLKILL,Saint Clair,,,,,,,
Landingville,PA,Pennsylvania,SCHUYLKILL,Schuylkill Haven,,,,,,,
Schuylkill Haven,PA,Pennsylvania,SCHUYLKILL,Schuylkill Haven,,,,,,,
Schuykl Havn,PA,Pennsylvania,SCHUYLKILL,Schuylkill Haven,,,,,,,
Adamsdale,PA,Pennsylvania,SCHUYLKILL,Schuylkill Haven,,,,,,,
Bohrmans Mill,PA,Pennsylvania,SCHUYLKILL,Schuylkill Haven,,,,,,,
Seltzer,PA,Pennsylvania,SCHUYLKILL,Seltzer,,,,,,,
Lower Shaft,PA,Pennsylvania,SCHUYLKILL,Shenandoah,,,,,,,
Maple Hill,PA,Pennsylvania,SCHUYLKILL,Shenandoah,,,,,,,
Shaft,PA,Pennsylvania,SCHUYLKILL,Shenandoah,,,,,,,
Shenandoah Junction,PA,Pennsylvania,SCHUYLKILL,Shenandoah,,,,,,,
Turkey Run,PA,Pennsylvania,SCHUYLKILL,Shenandoah,,,,,,,
Kohinoor Junction,PA,Pennsylvania,SCHUYLKILL,Shenandoah,,,,,,,
Shenandoah Heights,PA,Pennsylvania,SCHUYLKILL,Shenandoah,,,,,,,
Kehley Run Junction,PA,Pennsylvania,SCHUYLKILL,Shenandoah,,,,,,,
Weston Place,PA,Pennsylvania,SCHUYLKILL,Shenandoah,,,,,,,
Shenandoah,PA,Pennsylvania,SCHUYLKILL,Shenandoah,,,,,,,
